Company,DIV'D,CMRK,TechRank,^vCM,HISTVO,INDUST,CMPRICE,VOLF,TKR,C/P,STRIKE,OPTKR,Record Number,EXPDAY,OI,VOL,BID,ASK,EST,DLTA,BID OPRK,ASK OPRK,BID UN/OV,ASK UN/OV,RVOPT,10%,-10%,CCMPRK,CCMPBE,CCMPRV,CCPWPA,CCPWBE,CCPWMAX,I/OTM,THETA,BID IMPLIE,ASK IMPLIE,VOLFADJ,Forecast PrtbStrk,Bid Prbstrk,Ask Prbstrk,PctDble,Margin,YLDMGN,MXMGN,ROBUY,ROWRITE,ROCCMP,GAMMA,VEGA,RHO,TimPrPct,BID/ASKPcnt,date_run,day,week,diff_today,next_exp,diff_exp
APA Corporation,0.5,,3,"",,Petroleum (Producing),23.49,0,APA,P,15,APA   210716P00015000,2004,2021-07-16,2706,3,0.07,0.13,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
APA Corporation,0.5,,3,"",,Petroleum (Producing),23.49,0,APA,P,17.5,APA   210716P00017500,2005,2021-07-16,3642,48,0.23,0.27,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
Air Products and Chemicals Inc,2,3,4,"",25.8,Chemical (Diversified),305.23,23.1,APD,C,310,APD   210716C00310000,577,2021-07-16,7052,86,4.2,4.6,4.53,39,4,3,-5.1,1.2,871,493.6,-98.6,3,300.3,18,13.9,1.6,3.2,-1.56,-7.86,15.1,16.1,15.9,39,38,39,2,18.44,7.7,7.5,158774,283699,93921,720.26,4030.98,1361.43,0.014,0.087,2021-06-04,6,29,42,2021-08-20,35
Digital Turbine Inc,0,3,3,e,73.4,Entertainment Tech,67.8,72.8,APPS,C,70,APPS  210716C00070000,6624,2021-07-16,3078,738,5.3,5.6,5.74,50,4,3,-6.7,-2.2,813,71.8,-51,3,62.5,67,72,7.8,12,-3.25,-7.51,66.7,70,71.5,45,45,45,13.9,16.76,46.9,46.7,148535,280665,97695,170.09,928.34,331.98,0.078,0.054,2021-06-04,6,29,42,2021-08-20,35
Aptiv PLC,0,3,4,"",42.7,Auto Parts,159.84,35.1,APTV,C,145,APTV  210716C00145000,2717,2021-07-16,2676,2638,16.7,17.1,16.57,83,4,3,3.3,12.7,421,85.9,-64.2,2,143.14,10,11,10.4,1.3,9.28,-5.89,31.3,34.1,30.3,83,82,80,11.6,20,6,52.2,192680,298084,76504,227.9,1403.26,1358.46,0.012,0.023,2021-06-04,6,29,42,2021-08-20,35
Aptiv PLC,0,3,4,"",42.7,Auto Parts,159.84,35.1,APTV,P,145,APTV  210716P00145000,2718,2021-07-16,2778,2634,2.05,2.25,1.43,19,3,3,14.8,19.2,910,-79.2,245.3,3,143.25,11,13.9,10.8,1.6,-9.28,-5.97,34.8,36.1,30.3,17,20,21,4.1,10.72,12.2,12,129241,227637,200066,222.9,1486.96,-382.39,0.013,0.089,2021-06-04,6,29,42,2021-08-20,35
Aqua Metals Inc,0,4,4,ev,98.8,Industrial Services,3.42,92.2,AQMS,C,2.5,AQMS  210716C00002500,2720,2021-07-16,4062,261,0.95,1.1,1.02,87,4,3,-34.2,27.1,539,28.3,-29.5,3,2.47,25,10.3,27.8,1.2,26.9,-0.29,66.2,127.8,100.6,82,92,76,35.3,20,4.6,138.9,289160,275850,189003,64.44,25.18,23,0.009,0.136,2021-06-04,6,29,42,2021-08-20,35
Aqua Metals Inc,0,4,4,ev,98.8,Industrial Services,3.42,92.2,AQMS,C,5,AQMS  210716C00005000,2721,2021-07-16,12737,868,0.2,0.25,0.12,28,5,3,22.2,34,845,48.1,-37.8,3,3.22,141,52.7,5.8,55.3,-46.2,-0.63,129.7,142.4,106.2,15,20,22,20.8,10,58.7,58.5,301244,339592,97013,72.4,39.69,8.74,0.058,0.2,2021-06-04,6,29,42,2021-08-20,35
Aqua Metals Inc,0,4,4,ev,98.8,Industrial Services,3.42,92.2,AQMS,C,7.5,AQMS  210716C00007500,2722,2021-07-16,3760,134,0.05,0.1,0.04,11,5,3,2.7,20,1204,52.3,-43.7,3,3.37,225,12.6,1.5,122.6,-119.3,-0.38,139.1,162.6,135.5,5,5,8,19.1,10,14.8,14.6,275302,327475,127112,35.12,21.35,3.37,0.015,0.5,2021-06-04,6,29,42,2021-08-20,35
Aqua Metals Inc,0,4,4,ev,98.8,Industrial Services,3.42,92.2,AQMS,C,10,AQMS  210716C00010000,2723,2021-07-16,6849,59,0,0.05,0.02,0,0,3,-100,15.6,2798,-100,-100,0,3.42,280,0,0,192.4,-192.4,0,0,174.7,151.1,2,0,4,-10,10,0.2,0,265680,999999,999999,0.38,0.13,0.01,0,1,2021-06-04,6,29,42,2021-08-20,35
Aqua Metals Inc,0,4,4,ev,98.8,Industrial Services,3.42,92.2,AQMS,P,2.5,AQMS  210716P00002500,2725,2021-07-16,4185,21,0.1,0.15,0.1,15,3,2,0.8,18.8,800,-35.3,50.6,3,2.41,29,37.1,30,4.4,-26.9,-0.35,101.4,119.4,100.6,18,18,22,19.8,10,29.4,29.2,51687,131489,267152,62.45,27.79,-7.65,0.029,0.333,2021-06-04,6,29,42,2021-08-20,35
Ardelyx Inc,0,3,3,e,70.8,Biotechnology,6.76,74.1,ARDX,C,7.5,ARDX  210716C00007500,2809,2021-07-16,4343,85,0.55,0.6,0.31,43,5,3,42.7,51.5,588,58.2,-43.7,2,6.21,65,75.2,8.1,20.8,-10.95,-0.99,89,94.5,62.4,32,37,38,17.2,10,81.6,81.4,288066,337606,30670,124.91,91.3,27.81,0.081,0.083,2021-06-04,6,29,42,2021-08-20,35
Ascendis Pharma AS,0,4,5,^,44.4,Drug,130.2,46.6,ASND,P,100,ASND  210716P00100000,2822,2021-07-16,2549,0,3,4.3,2.26,15,3,2,10.5,27,780,-43.1,69.5,3,97.21,21,28,25.7,3.3,-23.2,-10.75,82.5,94.9,74.7,15,17,21,14.4,10,23.3,23,73190,154121,285001,77.42,1053.51,-276.72,0.023,0.302,2021-06-04,6,29,42,2021-08-20,35
Academy Sports and Outdoors Inc,0,,9,"",,Retail (Hardlines),37.16,0,ASO,C,40,ASO   210716C00040000,116,2021-07-16,8196,730,2.6,2.65,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
Academy Sports and Outdoors Inc,0,,9,"",,Retail (Hardlines),37.16,0,ASO,C,45,ASO   210716C00045000,117,2021-07-16,3291,269,1.4,1.6,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
Academy Sports and Outdoors Inc,0,,9,"",,Retail (Hardlines),37.16,0,ASO,P,25,ASO   210716P00025000,123,2021-07-16,3543,3,0.15,0.25,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
Asensus Surgical Inc,0,,4,"",,Medical Supplies,2.98,0,ASXC,C,1,ASXC  210716C00001000,2831,2021-07-16,11881,103,1.9,2.05,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
Asensus Surgical Inc,0,,4,"",,Medical Supplies,2.98,0,ASXC,C,2,ASXC  210716C00002000,2832,2021-07-16,7838,1561,1.05,1.1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
Asensus Surgical Inc,0,,4,"",,Medical Supplies,2.98,0,ASXC,C,3,ASXC  210716C00003000,2833,2021-07-16,8210,1840,0.5,0.55,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
Asensus Surgical Inc,0,,4,"",,Medical Supplies,2.98,0,ASXC,C,4,ASXC  210716C00004000,2834,2021-07-16,3544,368,0.25,0.3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
Asensus Surgical Inc,0,,4,"",,Medical Supplies,2.98,0,ASXC,C,5,ASXC  210716C00005000,2835,2021-07-16,6813,223,0.15,0.2,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
Asensus Surgical Inc,0,,4,"",,Medical Supplies,2.98,0,ASXC,C,8,ASXC  210716C00008000,2836,2021-07-16,3168,0,0.05,0.15,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
Asensus Surgical Inc,0,,4,"",,Medical Supplies,2.98,0,ASXC,P,2,ASXC  210716P00002000,2838,2021-07-16,7094,92,0.1,0.15,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
Asensus Surgical Inc,0,,4,"",,Medical Supplies,2.98,0,ASXC,P,3,ASXC  210716P00003000,2839,2021-07-16,3559,392,0.55,0.6,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,999999,999999,999999,0,0,0,0,0,2021-06-04,6,29,42,2021-08-20,35
Athersys Inc,0,5,4,ev,72.3,Biotechnology,1.67,69.7,ATHX,C,2,ATHX  210716C00002000,3070,2021-07-16,4154,281,0.1,0.15,0.04,37,5,3,47.4,84.9,564,55.7,-43.1,3,1.57,72,54.1,6,27.4,-19.76,-0.26,90.9,114,61.7,20,28,32,18,10,60.1,59.9,369793,348128,118707,107.39,21.65,5.82,0.06,0.333,2021-06-04,6,29,42,2021-08-20,35
Athersys Inc,0,5,4,ev,72.3,Biotechnology,1.67,69.7,ATHX,C,3,ATHX  210716C00003000,3071,2021-07-16,5348,0,0,0.05,0.03,1,0,3,-100,10.8,2229,-98,-100,0,1.67,223,0,0,79.6,-79.64,-0.01,0,134.7,121.6,8,0,10,-10.2,10,0.2,0,304218,999999,999999,9.47,1.25,0.15,0,1,2021-06-04,6,29,42,2021-08-20,35
Athersys Inc,0,5,4,ev,72.3,Biotechnology,1.67,69.7,ATHX,P,2,ATHX  210716P00002000,3072,2021-07-16,3076,0,0.4,0.55,0.37,61,3,3,26.9,138.4,246,-21.5,21.5,5,1.6,69,38.9,4.2,25.2,19.76,-0.28,78.3,147,61.7,80,75,64,46.4,20,21.2,119.8,327486,133925,387533,99.55,22.06,-17.48,0.042,0.273,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,C,1,ATOS  210716C00001000,3101,2021-07-16,3720,10,3.4,3.7,3.65,100,3,3,-100,50.2,479,15.7,-10.5,0,1.24,0,-164.3,73.3,-19.4,78.45,-0.01,0,297.5,198,99,100,93,63.8,20,-25.7,366.4,324563,137818,347965,0.38,0.31,11.72,-0.052,0.081,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,C,2,ATOS  210716C00002000,3102,2021-07-16,8841,331,2.8,2.9,2.68,92,5,3,42.9,70.4,437,15,-15,2,1.84,23,73.8,60.3,8.7,56.9,-0.67,225,268.2,157.4,94,86,82,66.5,20,17.5,301.7,344960,345451,72783,17.2,23.18,16.86,0.034,0.034,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,C,2.5,ATOS  210716C00002500,3103,2021-07-16,20310,223,2.3,2.5,2.23,89,5,3,21.3,68,459,17,-17.4,3,2.34,29,58,49.6,6.8,46.12,-0.74,174.8,242.1,144.1,90,85,77,58.8,20,17.5,247.8,342911,339242,98138,26.33,30,20.42,0.034,0.08,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,C,3,ATOS  210716C00003000,3104,2021-07-16,17977,111,2.05,2.2,1.78,83,5,3,60.3,89.8,425,18.3,-17.9,2,2.59,40,134.4,44.2,15.8,35.35,-1.04,202.9,240.2,126.6,84,74,70,54.5,20,44.4,220.9,359011,347380,58670,33.21,40.21,20.38,0.088,0.068,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,C,3.5,ATOS  210716C00003500,3105,2021-07-16,14529,149,1.85,2.05,1.35,78,5,3,97,134.5,381,18.7,-18.1,2,2.79,46,216,39.9,25.4,24.57,-1.35,220.2,262.1,111.8,77,65,62,53.4,20,76.7,199.4,379415,348992,38685,36.19,47.71,19.42,0.153,0.098,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,C,4,ATOS  210716C00004000,3106,2021-07-16,23638,746,1.75,1.8,0.98,73,5,3,138.4,147.6,361,19.5,-18.5,2,2.89,52,326,37.7,38.4,13.79,-1.54,244.7,254.1,102.6,67,57,57,51.3,20,119.8,188.6,383185,349677,26760,38.83,52.95,18.83,0.239,0.028,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,C,4.5,ATOS  210716C00004500,3107,2021-07-16,8301,566,1.55,1.7,0.69,68,5,3,145.1,171.9,357,20,-19,2,3.09,58,387.3,33.4,45.6,3.02,-1.7,242.7,269.1,99,54,52,51,50,20,152.1,167,388743,349762,25482,40.55,56.72,18.19,0.304,0.088,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,C,5,ATOS  210716C00005000,3108,2021-07-16,22505,1295,1.5,1.55,0.49,65,5,3,162.6,171,363,20.3,-19,1,3.14,65,405.5,32.3,59.2,-7.76,-1.84,261.8,270.3,99.7,42,47,47,49.3,12.24,264.3,264.1,388559,349944,22566,40.69,59.18,17.4,0.323,0.032,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,C,5.5,ATOS  210716C00005500,3109,2021-07-16,8630,431,1.25,1.4,0.37,60,5,3,135.5,159.1,401,21.6,-20.2,2,3.39,77,313,26.9,62.2,-18.53,-1.84,243.9,268.3,103.6,32,42,43,46.3,10,269.6,269.4,386014,349634,27387,44.01,61.61,17.08,0.269,0.107,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,C,6,ATOS  210716C00006000,3110,2021-07-16,10867,343,1.2,1.35,0.29,57,5,3,133.9,155.8,421,21.5,-20.1,2,3.44,87,296.1,25.9,74.4,-29.31,-1.95,255.8,279.9,109.4,25,39,40,46.5,10,258.8,258.6,385252,349614,27762,42.68,62.49,16.26,0.259,0.111,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,C,7.5,ATOS  210716C00007500,3111,2021-07-16,15953,732,1.05,1.15,0.19,50,5,3,112.9,125,511,21.9,-20.3,2,3.59,121,248.3,22.6,108.9,-61.64,-2.12,278.3,294,130.7,14,31,32,45.6,10,226.5,226.3,376107,349303,33206,40.62,63.54,14.47,0.226,0.087,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,C,9,ATOS  210716C00009000,3112,2021-07-16,45526,2486,0.9,0.95,0.14,44,5,3,96,101.4,597,22.9,-20.9,2,3.74,153,204.3,19.4,140.6,-93.97,-2.14,288.1,296.1,147,10,25,26,43.7,10,194.2,194,365647,348967,39037,39.3,62.75,13.02,0.194,0.053,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,P,2,ATOS  210716P00002000,3121,2021-07-16,3328,125,0.2,0.25,0.04,8,4,3,55.5,68.9,489,-15.3,18.2,4,1.8,24,96.1,61.4,11.3,-56.9,-0.7,244.8,265.9,157.4,6,16,18,54.9,10,43.3,43.1,222156,265166,343547,17.06,23.82,-7.05,0.043,0.2,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,P,2.5,ATOS  210716P00002500,3122,2021-07-16,9198,459,0.3,0.35,0.08,12,4,3,56.1,67,460,-15.6,18.9,4,2.21,32,117.5,52.8,13.8,-46.12,-0.86,224.9,240.6,144.1,10,21,23,52.9,10,64.9,64.7,215616,266363,341752,25.01,31.81,-10.37,0.065,0.143,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,P,3,ATOS  210716P00003000,3123,2021-07-16,3471,224,0.5,0.55,0.13,17,5,3,79.3,89,358,-13.9,16.6,4,2.51,40,171.5,46.3,20.2,-35.35,-1.09,227,239.3,126.6,16,29,30,60.1,10,108,107.8,282143,300189,358828,31.82,40.55,-15.57,0.108,0.091,2021-06-04,6,29,42,2021-08-20,35
Atossa Therapeutics Inc,0,4,4,"",105.8,Medical Supplies  (Noninvasive),4.64,107,ATOS,P,4,ATOS  210716P00004000,3124,2021-07-16,2981,114,1.15,1.25,0.33,27,5,3,147.3,165.9,198,-9.7,11.1,5,2.86,51,344.3,38.8,40.6,-13.79,-1.6,253.8,272.9,102.6,33,43,44,90.3,10,248.1,247.8,371382,319486,388086,36.45,52.48,-28.8,0.248,0.08,2021-06-04,6,29,42,2021-08-20,35
AngloGold Ashanti Ltd,2,3,5,"",50.6,Precious Metals,23,49.4,AU,C,30,AU    210716C00030000,1898,2021-07-16,5531,95,0.05,0.1,0.27,5,3,3,-31.2,-21.4,2148,291.6,-85.6,3,22.9,108,3.8,0.5,31,-30.44,-0.44,42.3,48.3,61.5,10,3,5,3.4,10,2.4,2.2,93343,228969,161368,67.69,83.11,13.01,0.002,0.5,2021-06-04,6,29,42,2021-08-20,35
AngloGold Ashanti Ltd,2,3,5,"",50.6,Precious Metals,23,49.4,AU,P,20,AU    210716P00020000,1903,2021-07-16,4541,3,0.2,0.3,0.49,14,3,2,-28.4,-17.7,1479,-76.3,226.1,2,19.84,14,10.3,14.1,1.2,-13.04,-0.82,37.8,43.5,52.8,22,14,17,4.4,10,8.9,8.7,28653,122917,84825,161.37,177.7,-41.41,0.009,0.333,2021-06-04,6,29,42,2021-08-20,35
AngloGold Ashanti Ltd,2,3,5,"",50.6,Precious Metals,23,49.4,AU,P,23,AU    210716P00023000,1904,2021-07-16,2935,22,1.15,1.3,1.51,47,3,2,-24.1,-14.2,802,-63.3,116.7,3,21.9,42,46.4,5.2,5.5,0,-1.36,36.5,41.3,48.1,50,50,50,8.6,20,25.2,25,34595,131587,94518,298.03,314.28,-142.6,0.05,0.115,2021-06-04,6,29,42,2021-08-20,35
Golden Minerals Co,0,3,3,e^,82.9,Metals & Mining (Div.),0.72,91,AUMN,C,2.5,AUMN  210716C00002500,9704,2021-07-16,4273,0,0,0.05,0,1,0,3,-100,59.6,3165,-99.9,-100,0,0.72,314,0,0,247.2,-247.22,-0.01,0,272.9,171,2,0,9,-10,10,0.2,0,302118,999999,999999,4.56,0.53,0.06,0,1,2021-06-04,6,29,42,2021-08-20,35
Yamana Gold Inc,2.1,5,5,v,51.5,Precious Metals,5.2,48.1,AUY,C,5,AUY   210716C00005000,24798,2021-07-16,10195,102,0.33,0.37,0.44,65,4,3,-33.7,-20.8,816,115.9,-71.2,3,4.86,30,24.8,6.6,2.9,3.85,-0.28,31.2,37.3,47.1,59,64,62,8.6,20,12.7,31.7,238087,315769,198432,314.8,66.02,35.68,0.025,0.108,2021-06-04,6,29,42,2021-08-20,35
Yamana Gold Inc,2.1,5,5,v,51.5,Precious Metals,5.2,48.1,AUY,C,5.5,AUY   210716C00005500,24799,2021-07-16,6156,373,0.15,0.16,0.21,36,5,3,-20.3,-17.1,1072,167.9,-77.3,3,5.04,56,27.3,3.1,9.2,-5.77,-0.31,37.6,39.2,47.2,36,33,34,6,14.23,20.5,20.3,247338,329162,188120,283.4,66.67,20.07,0.029,0.063,2021-06-04,6,29,42,2021-08-20,35
Yamana Gold Inc,2.1,5,5,v,51.5,Precious Metals,5.2,48.1,AUY,C,6,AUY   210716C00006000,24800,2021-07-16,20148,274,0.07,0.08,0.1,19,5,3,-13,-8.7,1267,200.9,-79,3,5.12,73,13.7,1.6,17.2,-15.39,-0.25,42.6,44.6,48.9,20,16,17,5,10,13.7,13.5,267273,334326,180773,180.31,48.16,10.62,0.013,0.125,2021-06-04,6,29,42,2021-08-20,35
Yamana Gold Inc,2.1,5,5,v,51.5,Precious Metals,5.2,48.1,AUY,C,7,AUY   210716C00007000,24801,2021-07-16,16048,6,0.02,0.05,0.03,8,5,3,-4.7,16.7,1262,175.8,-76.8,3,5.17,92,5.4,0.6,35.4,-34.62,-0.18,51.4,63,54,5,5,8,5.7,10,4.1,3.8,313391,338786,171798,74.35,26.06,4.38,0.004,0.6,2021-06-04,6,29,42,2021-08-20,35
Yamana Gold Inc,2.1,5,5,v,51.5,Precious Metals,5.2,48.1,AUY,C,8,AUY   210716C00008000,24802,2021-07-16,3948,0,0,0.05,0.01,0,0,3,-100,41.7,1063,-97.5,-100,0,5.19,108,2.1,0.3,54.1,-53.85,0,0,82.4,58.2,2,0,6,-10.3,10,0.2,0,341737,999999,999999,3.34,0.84,0.09,0,1,2021-06-04,6,29,42,2021-08-20,35
Yamana Gold Inc,2.1,5,5,v,51.5,Precious Metals,5.2,48.1,AUY,C,10,AUY   210716C00010000,24803,2021-07-16,4583,0,0,0.04,0,0,0,3,-100,65.1,1205,-99.9,-100,0,5.19,121,2.1,0.3,92.6,-92.31,0,0,107.5,65.1,0,0,4,-10,10,0.2,0,359210,999999,999999,0.55,0.18,0.02,0,1,2021-06-04,6,29,42,2021-08-20,35
Yamana Gold Inc,2.1,5,5,v,51.5,Precious Metals,5.2,48.1,AUY,P,4,AUY   210716P00004000,24815,2021-07-16,18011,1,0.01,0.03,0.03,5,3,1,-18.7,2.5,1508,-78,230.9,3,4,5,3.9,23.5,0.5,-23.08,-0.1,42.9,54,52.7,7,4,8,4.3,10,2.1,1.9,5185,73446,286077,60.64,18,-3.19,0.002,0.667,2021-06-04,6,29,42,2021-08-20,35
Yamana Gold Inc,2.1,5,5,v,51.5,Precious Metals,5.2,48.1,AUY,P,4.5,AUY   210716P00004500,24816,2021-07-16,11354,22,0.03,0.05,0.09,12,3,1,-30,-18.3,1661,-81.4,285.4,3,4.48,10,7.5,14.2,0.9,-13.46,-0.15,34.2,40,48.9,20,11,15,3.5,10,6,5.8,1358,52202,236619,153.28,34.84,-7.55,0.006,0.4,2021-06-04,6,29,42,2021-08-20,35
Yamana Gold Inc,2.1,5,5,v,51.5,Precious Metals,5.2,48.1,AUY,P,5,AUY   210716P00005000,24817,2021-07-16,12816,232,0.17,0.2,0.24,36,3,1,-21.7,-12.1,920,-67.7,143.3,3,4.84,31,31.6,7.3,3.7,-3.85,-0.29,36.9,41.4,47.1,41,38,39,7,16.15,20.4,20.2,2034,72526,252842,278.87,66.83,-24.23,0.033,0.15,2021-06-04,6,29,42,2021-08-20,35
Broadcom Inc,3.1,3,3,"",35.7,Semiconductor,475.31,34.5,AVGO,C,500,AVGO  210716C00500000,4525,2021-07-16,7590,66,5.3,5.6,7.44,26,3,3,-15.2,-13,1262,430.6,-95.4,3,468.26,36,12.7,1.5,6.7,-5.2,-14.24,22,22.5,25.9,28,24,25,2.3,14.81,7.7,7.5,116498,263746,118853,424,5283.75,1382.09,0.011,0.054,2021-06-04,6,29,42,2021-08-20,35
Avaya Holdings Corporation,0,3,3,"",61.6,Telecom. Equipment,28.66,63.1,AVYA,P,12.5,AVYA  210716P00012500,3222,2021-07-16,2401,0,0,0.2,0.13,0,0,3,-100,8.7,2522,-100,-99.9,3,12.53,0,1.8,56.6,0.2,-56.39,-0.01,0,148.1,136.3,4,0,5,-10,10,0.2,0,93507,999999,166092,0.49,1.21,-0.12,0,1,2021-06-04,6,29,42,2021-08-20,35
American Axle and Manufacturing Holdings Inc,0,5,4,"",63.6,Auto Parts,12.35,56.6,AXL,C,12,AXL   210716C00012000,1769,2021-07-16,2420,67,0.95,1.05,0.85,61,5,3,16.3,32.2,527,87.7,-59.6,3,11.4,28,44.7,7.7,5.3,2.83,-0.94,44.9,51.1,38.6,59,58,57,11.4,20,24.5,38.5,332534,345174,148898,233.51,163.08,76.42,0.049,0.095,2021-06-04,6,29,42,2021-08-20,35
American Axle and Manufacturing Holdings Inc,0,5,4,"",63.6,Auto Parts,12.35,56.6,AXL,C,13,AXL   210716C00013000,1770,2021-07-16,3044,158,0.55,0.6,0.41,42,5,3,21,28.6,655,114.1,-65.8,3,11.8,42,39.6,4.5,10.2,-5.26,-0.97,47.6,50.6,39.4,36,38,39,8.8,14.74,30.4,30.2,328534,345921,144040,231.61,165.5,54.01,0.045,0.083,2021-06-04,6,29,42,2021-08-20,35
American Axle and Manufacturing Holdings Inc,0,5,4,"",63.6,Auto Parts,12.35,56.6,AXL,P,8,AXL   210716P00008000,1774,2021-07-16,2526,0,0,0.35,0.12,2,0,2,-100,35.7,1637,-99.7,-90,4,8.02,3,1.8,35.4,0.2,-35.22,-0.13,0,126.4,93.2,9,0,16,-11.1,10,0.2,0,34282,999999,335496,19.46,17.9,-2.69,0,1,2021-06-04,6,29,42,2021-08-20,35
American Express Company,1.1,2,4,"",33.5,Financial Svcs. (Div.),165.21,25.9,AXP,C,160,AXP   210716C00160000,1792,2021-07-16,3531,75,7.65,7.9,7.28,69,3,3,10.3,17.1,461,183,-88.5,2,157.34,11,14.3,4.8,1.7,3.15,-5.37,20.2,21.5,18.4,70,68,67,5.5,20,7.6,23.2,131342,264755,25372,493.2,2002.61,1248.12,0.015,0.032,2021-06-04,6,29,42,2021-08-20,35
Alexco Resource Corp,0,5,4,"",71.1,Precious Metals,2.95,73.4,AXU,C,2.5,AXU   210716C00002500,686,2021-07-16,4707,65,0.5,0.6,0.57,79,4,3,-32.1,14,598,44.4,-40.1,3,2.45,29,17.3,16.9,2,15.25,-0.24,51.9,87.1,76.4,74,83,71,22.5,20,8.7,84.7,309305,317697,197440,119.34,28.81,21.17,0.017,0.167,2021-06-04,6,29,42,2021-08-20,35
Alexco Resource Corp,0,5,4,"",71.1,Precious Metals,2.95,73.4,AXU,C,5,AXU   210716C00005000,687,2021-07-16,6493,1,0,0.05,0.03,0,0,3,-100,11.7,1779,-98.3,-100,0,2.95,179,0,0,69.5,-69.49,-0.01,0,108.2,96.9,6,0,8,-10.2,10,0.2,0,305798,999999,999999,5.08,0.96,0.1,0,1,2021-06-04,6,29,42,2021-08-20,35
